LAT,LONG
23.65970194,47.72735
23.65970722,47.72240444
23.65970833,53.72813889
23.65972139,53.72473194
23.65975583,53.7226125
23.65975694,53.72511056
23.6597575,53.72194361
23.65979278,53.72217333
23.65982083,53.73003111
23.65983306,53.72576944
23.65985139,53.68980361
23.65989139,47.72594
23.65997972,53.70343583
23.65998556,53.7261525
23.65999583,47.70283694
23.66000472,53.72543972
23.66001278,47.72622972
23.6600325,53.72289889
23.66006778,53.72286194
23.66007389,53.7229675
23.66018167,47.72894833
23.66019778,53.72935861
23.66022417,53.73024694
23.66023167,53.69952611
23.66024278,47.72574472
23.66026139,47.73387194
23.66035139,47.72748361
23.66035444,47.72835056
23.66035528,53.72581139
23.66038111,47.72843111
23.66038528,53.72593861
23.66038778,47.73404917
23.66039944,53.71872972
23.66046389,53.72405806
23.66046528,53.72394333
23.66053028,53.72987389
23.66057444,53.72806528
23.66059333,53.72844556
23.6606025,53.72464722
23.66061111,47.724435
23.66065111,47.72604278
23.66068139,53.72597611
23.66070861,53.72557278
23.66075028,47.70082694
23.66078278,53.72706944
23.66078861,47.7245925
23.66079556,47.70108194
23.66079778,47.70076389
23.66080583,47.72482583
23.66083833,53.73346556
23.66084028,53.72463528
23.66086583,47.72947333
23.66087917,53.72746333
23.66088667,53.72932111
23.66089333,53.70073111
23.66090333,53.73387278
23.66092306,53.72742278
23.66096472,53.72938806
23.66101417,53.72696833
23.66105333,47.72932333
23.66106556,53.72311528
23.66107611,53.72921667
23.66108028,47.72917111
23.66111056,53.71884139
23.66111056,53.72762333
23.66111333,53.72917361
23.66113111,53.72685833
23.66113444,47.72370861
23.66114361,53.732655
23.66117139,47.72607028
23.66117278,53.72712167
23.66120417,53.73297889
23.661205,47.72872417
23.66120611,53.73093472
23.66121889,53.72856611
23.66122194,53.73111278
23.66124583,47.72338222
23.66125667,53.73125917
23.66128472,47.72934167
23.66129889,53.73249306
23.66133111,53.73273889
23.66133639,53.72309139
23.66134167,47.70048111
23.66134306,47.72363222
23.66134611,53.73251722
23.66135611,47.72660361
23.66135833,53.71879556
23.66135944,53.7227975
23.66136639,53.71889389
23.66137306,53.72931556
23.66137889,53.72310278
23.66139111,53.7230675
23.66140333,53.7229225
23.661405,53.72315417
23.66141111,47.72696056
23.66141694,47.73079083
23.66143639,53.71876389
23.66143944,53.73167194
23.66144444,53.72314167
23.66145056,47.6995225
23.66149083,53.69906083
23.66150028,53.7232625
23.6615075,53.7187825
23.66151361,47.71886306
23.66152028,53.72315389
23.66153583,47.72299139
23.66153778,53.7232025
23.66155583,47.69901444
23.66156167,53.72724111
23.66156861,53.72357222
23.66157194,53.7290525
23.66158222,53.72341639
23.6615925,53.72342139
23.66160167,53.72334139
23.66161778,47.71903889
23.66162556,53.72885083
23.66163083,53.74996111
23.66166667,53.73172556
23.661675,53.72354556
23.66171806,53.71860778
23.66172833,53.71872667
23.66175333,53.70799556
23.66177167,53.72315306
23.66178222,53.72536806
23.66180056,53.75058361
23.66180194,53.72325528
23.66188111,53.72513694
